idPNN,X10,X14,X18,X2,X22,X26,X26.5,X30,X6
01010001,0.0158116616764234,0.0145517878500313,0.0142837271160923,0.0203105709518689,0.0142797583727044,0.0142815590168013,0.0142815590168013,0.0142815590168013,0.0176383861272571
01010002,0.0853502149201834,0.0761857148706712,0.0713257088951703,0.12764223310209,0.0691055171743094,0.0683137166035961,0.06825743198445,0.0681321769235396,0.101550056664681
01010003,0.066766812690245,0.0595894088846563,0.055414943998268,0.0985380665902079,0.0530705099833793,0.0518687560576841,0.0517531774309838,0.0514605054825041,0.0791240852106003
01010004,0.0118153095029904,0.0108159222164367,0.0102722534346043,0.0171611039827841,0.0100286972840194,0.00994711069027464,0.00994209903247829,0.00993097879918998,0.013667730712593
01010005,0.0114161852941594,0.0113438696290016,0.0112380627940597,0.0137678450767687,0.011221222730684,0.0112210509137567,0.0112210509137567,0.0112210509137567,0.0117084432024153
01010006,0.0140277762924997,0.0124054826170114,0.011481339653634,0.0195337272108647,0.0110037690860271,0.0108031351009191,0.0107866342320326,0.0107452706503126,0.0166466029826884
01010007,0.021455460217183,0.019947551848466,0.0197427801776221,0.0342662927316514,0.019736798457843,0.019736798457843,0.019736798457843,0.019736798457843,0.026085193775215
01010008,0.0119925893206631,0.0102675785254186,0.0100359066808439,0.0209848312719954,0.010284306396673,0.0102957203020142,0.0102957203020142,0.0102957203020142,0.0146128933196259
01010009,0.0178033164107149,0.0160522822266463,0.0150062400752404,0.0252174014571518,0.014418490293483,0.0141187422523394,0.0140905458238033,0.0140193294337127,0.0207042180062062
01010010,0.0220302509835886,0.0197764868882589,0.0184450246321656,0.0320815225092499,0.0176833090954674,0.0172816381504394,0.0172417823741293,0.0171404084465217,0.0258829428656477
01010011,0.00873133446486992,0.00781072199099408,0.00726464309774966,0.0130279850167716,0.00694774737182076,0.00677755925993129,0.00676072263646336,0.00671744005983861,0.0103304324429598
01010012,0.0550256709412221,0.0485492537512329,0.045277064469782,0.0856003242165163,0.0437297861520814,0.0430976582792432,0.0430500165053372,0.0429438747834668,0.0670731277440662
01010014,0.000738094212463365,0.000741215084359332,0.000740274618800311,0.0067202695820816,0.000740274618800311,0.000740274618800311,0.000740274618800311,0.000740274618800311,0.000601204428576919
01010015,0.00551141036172102,0.00552195104863491,0.00563464473637361,0.00792793121809435,0.00571642990035374,0.00572395809497998,0.00572401032618571,0.00572864211237604,0.00616567387078715
01010017,0.00479416527384369,0.0041972087732081,0.00384781523639373,0.00720084744751722,0.00368069656578814,0.00362040705785419,0.00361634312230508,0.00360587286592765,0.00578269520519003
01010018,0.00259546698101365,0.00194851160037224,0.00176460419380405,0.00879533733751429,0.00176434200198866,0.001770073769801,0.00177033841597799,0.00177075593341367,0.00455368049209596
01010019,0.034164962163535,0.0304967686363584,0.0283818255458113,0.048382781850172,0.027239285265085,0.0267002972507743,0.0266521001944757,0.0265333164918753,0.0401004575194753
01010020,0.0031927201314947,0.00287734628935924,0.00262461020234065,0.00373357650955327,0.00248124991093838,0.00242558787914304,0.00242313643823459,0.00241762711751725,0.00342348073758658
01010021,0.029588465163329,0.0262797702556273,0.0243217943655568,0.0437877849322809,0.0232029223029559,0.0226111128077796,0.0225527794188736,0.0224033699119903,0.0351484480504376
01010022,0.0200017937827607,0.0178909722425513,0.0166238060072474,0.0292120369432221,0.0158771386599026,0.015468794332153,0.0154278724450796,0.0153213615569576,0.0235620408785698
01010024,0.00352926054160663,0.00318621340450537,0.00298843683971204,0.004697373210005,0.00290287278972967,0.00288552599949001,0.00288509391617499,0.00288395727214398,0.00406925582079295
01010025,0.012938185114054,0.011637613233525,0.0108401714164386,0.0183520349414837,0.0103966998414537,0.010180659813039,0.0101610642840773,0.0101115398171191,0.015092512696593
01010026,0.0214174949278237,0.0192533110775578,0.017999207536241,0.0308491943612679,0.017344303076015,0.0170506383692063,0.0170261242092667,0.0169645939000159,0.0251071113096453
01010027,0.0483764180938804,0.0433909598031326,0.040482372834418,0.0707144474365425,0.0388400587192183,0.0379995302301644,0.0379193291871886,0.0377158732756093,0.0570080649678393
01010028,0.00763862962771029,0.00689561182815392,0.00643025555743702,0.0102250383209257,0.00623996182718933,0.00618988990002569,0.00618779487682436,0.00618313730541338,0.00827281538853171
01010029,0.0248327319225687,0.0222526302948837,0.0207431492393333,0.0354138888975761,0.019880038564338,0.019435331763248,0.0193933874088172,0.0192863865809737,0.029191766150121
01010030,0.00343924537973034,0.0027075129306501,0.00231866394200338,0.00121794695492838,0.00218290032597599,0.00215613721584562,0.00215536619705033,0.00215421133621433,0.00328579666258766
01010031,0.0879371071558705,0.078361845497196,0.0740837391254867,0.130699828072279,0.0727780595945554,0.0724702770781987,0.0724520865018677,0.0724379501739289,0.105173242151183
01010032,0.0227022339924551,0.020305304836429,0.0189802436544603,0.0334774098562474,0.018312629309231,0.017981234436499,0.0179495966765163,0.0178737575671926,0.0270140097296
01010033,0.0219071437252516,0.019816303419801,0.017983597978361,0.0252843534460753,0.0169028159574626,0.016474403123375,0.01643731537431,0.0163576263454447,0.0238559973867211
01010034,0.0193889373030217,0.0173459049884794,0.0161305385867284,0.0255296044654776,0.0154539499100353,0.0151096553345397,0.015077036704865,0.0149954531104963,0.022618919156512
01010035,0.000555601197150627,7.9037214184119e-05,0.00042549100792603,0.00341105832335612,0.000559092681783743,0.000595081108183293,0.000597449566867654,0.000601757011946646,0.00154756747041607
01010036,0.0475075607280173,0.0429526097934832,0.040537030158234,0.0682258447037208,0.0393433695542558,0.0388077170205376,0.0387626189244929,0.0386582650394864,0.0555330974898887
01010038,0.0108982647042695,0.00974227503893132,0.00903424351678076,0.0156015401759872,0.00861474010660901,0.00838609412152062,0.00836318622432001,0.00830372959662739,0.0127797913618484
01010039,0.0157567541965016,0.0143679084214197,0.0136919135838473,0.023145999222932,0.0134026673340313,0.013305360344888,0.013300324305614,0.0132890302794027,0.0185196806854377
01010040,0.0226466956874773,0.0204739731008203,0.0203783830556214,0.0486375921278053,0.0203849274622621,0.0203849274622621,0.0203849274622621,0.0203849274622621,0.0315250571924871
01010041,0.0295104823064217,0.0255323408382013,0.0245594989121664,0.0534996253521162,0.0244759014157986,0.0244756148063956,0.0244756148063956,0.0244756148063956,0.0387802624951447
01010042,0.0205182908244073,0.0178853266147287,0.016518006834553,0.035173375208345,0.0159928214302829,0.015877511592818,0.015873371423556,0.0158659832225873,0.02480091875154
01010043,0.00647101611198712,0.00592464785988075,0.00563797237480697,0.00975205652526289,0.00550762678248158,0.00545150898560698,0.00544669066721367,0.00543518282755421,0.00746610600913592
01010044,0.0125858752511175,0.011138595897357,0.0103621147953757,0.019190991693241,0.00995248967313763,0.00975592594875862,0.00973827669476097,0.00969489130714133,0.0151809171393119
01010045,0.00852885370196332,0.00769855386862406,0.00724310542194269,0.0130882731928155,0.00703215814825638,0.00695696446643134,0.00695138034431162,0.00694015283485807,0.0100524511926798
01010046,0.0255709860949505,0.0230139638814158,0.021265589609569,0.0348155422565567,0.020240894127911,0.0197456275965597,0.0196993439006205,0.0195806354455959,0.0293330051896957
01010047,0.00480601388915932,0.00393603047609303,0.00365715075880772,0.0104775723097896,0.00361914513618128,0.00361708330863062,0.00361697833885771,0.00361693208054505,0.00706139578274471
01010048,0.0121785990065287,0.0110723903404146,0.0106117267392117,0.019291026916955,0.0104558909574656,0.0104103804079323,0.0104087603290801,0.0104059247545277,0.0145666578014729
01010049,0.0633869563243398,0.0566139700920009,0.0526208218798656,0.0935532989695021,0.0503909928466319,0.0492937250944427,0.0491937306678406,0.0489395792580787,0.0749491457083069
01010050,0.0183553098638208,0.016169411456339,0.0149579253285904,0.0272710763073903,0.0142991806019027,0.0139803224181987,0.0139516830153567,0.0138785720403723,0.0221122127436399
01010051,0.00672212191129458,0.00587796986529395,0.00535185409430468,0.0101151094354253,0.00503900784729845,0.00487039159305961,0.00485370700275656,0.00480898542658392,0.00806597606363331
01010053,0.0953789469155948,0.0848705509308006,0.0786487866154306,0.140744529428715,0.0751034503050924,0.0732477745364537,0.0730666291812883,0.07260090743957,0.113158094999325
01010054,0.013855794444701,0.0130547717606743,0.012539996431689,0.0180989242613829,0.012224162249884,0.012063703055488,0.0120491830037607,0.0120132193958863,0.0152867097792777
01010055,0.0828750570775837,0.0742811918508304,0.0704980254588985,0.129320102305043,0.069173438762606,0.06893533650234,0.0689278175103517,0.0689167799423762,0.0998657552968053
01010056,0.00964809255980899,0.0088110301331384,0.00826660296750099,0.012538329518111,0.00794429711207375,0.00778664770450702,0.00777299392857903,0.00773821782143106,0.0107771905927581
01010057,0.0430437028197003,0.0393612548939659,0.0384389460219032,0.0649834730541239,0.038372873135115,0.0383725925289494,0.0383725925289494,0.0383725925289494,0.0511953497281873
02020001,0.0135518836716604,0.0123857494901198,0.0117347968070774,0.0189426053467709,0.0113722323780564,0.0111890160302707,0.0111719174510293,0.0111297894793975,0.0156249048650865
02020002,0.0554898528763276,0.0494208862812784,0.0457629661088152,0.0811556418637117,0.043621136838263,0.0424575148723797,0.0423404837110964,0.0420383094415003,0.0656278545960836
02020004,0.0203471335422733,0.0180515113763374,0.0168736909658843,0.0308288052938653,0.016281490538742,0.016013431432403,0.0159902618431263,0.0159316905615603,0.0245106890951601
02020005,0.0018846633896652,0.00167228659480934,0.00153833978580609,0.00277711923359828,0.00145413111423979,0.0014052783551799,0.00140020651683959,0.00138691950147396,0.0022332721503322
02020007,0.000297401595462136,0.000266942786606883,0.000248351698894367,0.000432170496238967,0.000237308879632358,0.000231228586306679,0.000230613236487246,0.000229019451981172,0.000347901099318815
02020008,0.00972258757931654,0.00874878004614032,0.00816288141103534,0.0139523741910173,0.00781739426610894,0.0076288867348527,0.00760989341323855,0.0075607567851127,0.0113600834557341
02020009,0.0113167162201639,0.0101321714746611,0.00941723334292036,0.016245239993442,0.00899839723514132,0.00877100451984647,0.00874819895791219,0.00868936043361693,0.0132799372834172
02020010,0.0328157064273573,0.0292695383730513,0.0271576978691017,0.0483442579148416,0.0259204392405049,0.0252515496426516,0.0251845410965643,0.0250114698534409,0.038862757054851
02020012,0.00503767702301501,0.00448886641189405,0.00416304979285701,0.00741900641921078,0.00397752690529425,0.00388275278340433,0.00387378621217368,0.0038507702362693,0.00596670029631322
02020014,0.00351805753912737,0.00316183273994467,0.00294808052576823,0.00502739465169003,0.00282156828451274,0.00275200574064556,0.00274497318102336,0.00272672760195428,0.00411679923489353
02020016,0.0397536277084325,0.0355082108748239,0.0329416635144267,0.0578573121319708,0.0314270964257172,0.0305961998713819,0.030512142597787,0.0302940217618337,0.0468597812885466
02020017,0.00590741359751168,0.00527812327816065,0.00490041074506638,0.00854107298267004,0.0046796215634726,0.00456010020170087,0.00454810533457906,0.00451708383794902,0.00696509332948454
02020018,0.0131257222270986,0.0117208011847454,0.0108797862850818,0.0191266090140442,0.0104007280402762,0.010149707013346,0.0101251338561613,0.0100622312648496,0.0154640448380593
02020020,0.00426736917213103,0.00382888236351087,0.00356202002262159,0.00615321136840167,0.00340391508965491,0.00331757646259797,0.00330890808185898,0.00328643666786332,0.00500005043152603
02020021,0.0252828992419316,0.0226282150601271,0.0210353510482417,0.0366756356645907,0.0201054474804843,0.0196044422762641,0.0195543360633687,0.0194247528002566,0.0297460014160344
02020022,0.0136156327464175,0.0121602859122566,0.011306565440205,0.0198290476930882,0.0108261480575335,0.0105786637626747,0.0105550945086613,0.010495073082689,0.0160596968099783
02020023,0.00647185428323175,0.0059117180960971,0.00558914543873405,0.00913653782370789,0.00541632003333336,0.00532800441721607,0.00531933604898012,0.00529662347477492,0.00743866678362415
02020024,0.00754881700974504,0.00679633356500334,0.0063549678437013,0.0107855607898863,0.00609449396452077,0.00595287482870491,0.00593884871111494,0.00590185079002969,0.00883282370228329
02020025,0.0212827192569145,0.0190295525071275,0.0176590458822011,0.0308535776209725,0.0168465049445964,0.0163993088123912,0.0163540255652,0.0162362667299426,0.0250326986435797
02020026,0.00805984894476704,0.00719206689377372,0.00666934449849062,0.0118286271794432,0.0063615802873536,0.00619290812234766,0.00617586710899331,0.00613163164934568,0.00951908307252262
02020028,0.00517095084736903,0.00464748258929896,0.0043288035437327,0.00733789928076829,0.00413934102765667,0.00403453856982846,0.00402387598294725,0.00399611534784328,0.0060314336433173
02020029,0.0442622358469208,0.0392049291963562,0.0362099119658806,0.0667404037295133,0.0344876867425749,0.0335751150220536,0.0334853719526684,0.0332544126821235,0.0528889687622665
02020031,0.0107486996127915,0.00960645641576348,0.00884377913523422,0.0148762946117273,0.00835980443099822,0.00807538623809478,0.00804576040262972,0.00796547031031769,0.0124332819518419
02020033,0.0251154801222939,0.0225295029407365,0.020954943963945,0.0360480943509082,0.0200204034461164,0.0195063170082577,0.0194543137024626,0.0193192294851832,0.0294079955546017
02020034,0.0239828390616944,0.0215567525493719,0.0201491135242442,0.0349132065791871,0.0193592303104224,0.0189500298757744,0.0189101879171875,0.018809015981805,0.0281961115202745
02020037,0.00655082451384466,0.00585712866860525,0.00543934548504869,0.00952828109991473,0.00519534652106842,0.00506477566286959,0.00505190390377101,0.00501852190512841,0.0077159012523685
02020038,0.0192783678544101,0.0172296347295503,0.0160064304269984,0.028111141027066,0.0152897516966637,0.014901349119167,0.014862352999708,0.014762805557369,0.0227461255567323
02020039,0.025946657832711,0.0231193917093466,0.0214491849719109,0.0382233838287427,0.020482568956836,0.0199583051647593,0.019905703323659,0.0197703236056765,0.0307491920044126
02020040,0.00630019195423522,0.00565595196821618,0.00528168472029126,0.00923394465376614,0.0050664489352243,0.00495123049162923,0.00493978830491296,0.00491087011242356,0.00741878641622821
02020041,0.00910196110118688,0.00817209275179979,0.00764821694215271,0.0132523126552004,0.00737665071485393,0.00724687794707135,0.0072349642983317,0.00720562190142767,0.0107023248780533
02030001,0.00993613344907262,0.00895551616635933,0.00833298233926534,0.0139391302653019,0.00795129611199071,0.00773236703908571,0.00771000608350803,0.00765081173957467,0.0115275262492733
02030003,0.0270729219817792,0.0240050286102627,0.0222434781353534,0.0406528237550959,0.0212948326920034,0.0208481037401159,0.020808802633742,0.0207105418311416,0.032337163187968
02030005,0.0286735818057151,0.0252850760265704,0.0233938557951026,0.0445420798312976,0.0223932511928283,0.0219152338669477,0.021871425126847,0.021760939125913,0.0347860206524845
02030007,0.0199657801648346,0.0177767042018097,0.016923730788246,0.0337779945612641,0.0167106077893127,0.0166913090872329,0.016690974968547,0.0166907094836206,0.0247969505904877
02030008,0.011839276960551,0.010686275622209,0.010077805966987,0.0172014831167524,0.00978803756823734,0.00967398815571039,0.00966477041576293,0.00964215586619601,0.0139355392024883
02040001,0.00137481162471402,0.00122752372403341,0.00113867532731674,0.00200614434796376,0.00108571354247196,0.00105584107459311,0.00105272614678827,0.00104465636753714,0.00162388264822799
02040002,0.00118099867216152,0.00105415975529355,0.000978246139657949,0.00171896532271313,0.00093377463315362,0.000909527322986954,0.000907079497186306,0.000900756291343266,0.00139404830131573
02050001,0.000600138080435908,0.000660988138936262,0.000664997263996973,0.000150089845246079,0.000631973140957199,0.000591383979009855,0.000586143349321574,0.000571891484179613,0.000381054361481726
02060001,0.0034947517740007,0.00291868935668695,0.00267113789001931,0.0059354408443207,0.00262560464577364,0.00262268703581534,0.00262264170248203,0.00262264170248203,0.00451246256181165
04120002,0.0694931316249886,0.0640364134442216,0.0630848299659939,0.102129503898715,0.0630691861105057,0.0630691861105057,0.0630691861105057,0.0630691861105057,0.0834586720287034
04120003,0.000162466298494294,0.0014152648920136,0.00161417710998894,0.00159282960406334,0.00162226648192839,0.00162227234501933,0.00162227234501933,0.00162227234501933,0.00325698265858772
17100002,0.00716840486140467,0.00696611367559333,0.00692636193219298,0.00488581898042269,0.00692636193219298,0.00692636193219298,0.00692636193219298,0.00692636193219298,0.00577779814235226
18100001,0.047440432386183,0.042121841432016,0.0390832432747747,0.070630013915461,0.0374421290552243,0.036666075035134,0.0365968882344053,0.036423226304381,0.0565201240890377
30120006,0.0325499768840861,0.0292239005731901,0.0276028316143106,0.0479142671149828,0.0269856777086347,0.026840862558676,0.0268350203174672,0.0268236860420661,0.0385480181703621
30120007,0.0507920870133831,0.0463004377138412,0.0450849830694423,0.0792445350705792,0.0449482899860266,0.044947314520756,0.044947314520756,0.044947314520756,0.0609600256497076
